sample	amplicon	feature	total_feature_entropy	decomp_entropy	Amp_nseg_entropy
HCC1187_BREAST	amplicon1	Complex non-cyclic_1	3.692377947915948	1.1274285904544112	2.5649493574615367
HCC1187_BREAST	amplicon2	Linear amplification_1	2.812194921375126e-13	2.812194921375126e-13	0
HCC1187_BREAST	amplicon4	ecDNA_1	0.6926203229755654	0.6926203229755654	0
HCC1187_BREAST	amplicon5	Linear amplification_1	2.6786761916489557	0.8869167224209007	1.791759469228055
HCC1187_BREAST	amplicon6	ecDNA_1	0.6625511432996298	0.6625511432996298	0
HCC1187_BREAST	amplicon7	ecDNA_1	0.5450935537447538	0.5450935537447538	0
HCC1419_BREAST	amplicon1	ecDNA_1	3.8144379128707357	0.4132405312085803	3.4011973816621555
HCC1419_BREAST	amplicon1	ecDNA_2	7.333942102778461	1.7617880706006963	5.572154032177765
HCC1419_BREAST	amplicon2	Linear amplification_1	0	0	0
HCC1419_BREAST	amplicon3	Linear amplification_1	2.875243239685642	0.9293330906303287	1.9459101490553135
HCC1419_BREAST	amplicon4	Linear amplification_1	2.3393417970857833	0.5475823278577281	1.791759469228055
HCC1419_BREAST	amplicon5	Linear amplification_1	1.113906983126066	0.015294694457956228	1.0986122886681098
HCC1419_BREAST	amplicon6	ecDNA_1	3.113891113515384	0.6289844637273836	2.4849066497880004
HCC1419_BREAST	amplicon7	Linear amplification_1	1.776401125748585	0.6777888370804752	1.0986122886681098
HCC1428_BREAST	amplicon1	Linear amplification_1	3.204712596230338	0.49666239512812826	2.70805020110221
HCC1428_BREAST	amplicon2	Complex non-cyclic_1	4.378805663918843	0.9130697611191172	3.4657359027997265
HCC1428_BREAST	amplicon3	Linear amplification_1	7.938094626069555e-14	7.938094626069555e-14	0
HCC1428_BREAST	amplicon4	Linear amplification_1	1.7297335290186986	0.6311212403505888	1.0986122886681098
HCC1500_BREAST	amplicon1	Complex non-cyclic_1	4.306838510112424	1.1713442941832743	3.1354942159291497
HCC1500_BREAST	amplicon10	ecDNA_1	3.0803551899712174	0.6824599171728468	2.3978952727983707
HCC1500_BREAST	amplicon2	BFB_1	4.5667025412591755	1.4756600879008603	3.0910424533583156
HCC1500_BREAST	amplicon3	Linear amplification_1	1.8429702208777428e-14	1.8429702208777428e-14	0
HCC1500_BREAST	amplicon5	BFB_1	3.062349024508241	0.8651244471720216	2.1972245773362196
HCC1500_BREAST	amplicon6	Linear amplification_1	9.683365220775928e-13	9.683365220775928e-13	0
HCC1500_BREAST	amplicon7	Linear amplification_1	1.2173752481450864	0.524228067585141	0.6931471805599453
HCC1500_BREAST	amplicon8	Linear amplification_1	6.254996520736175e-13	6.254996520736175e-13	0
HCC1500_BREAST	amplicon9	ecDNA_1	2.7665521387598524	0.6871105970800165	2.0794415416798357
HCC1569_BREAST	amplicon1	ecDNA_1	1.9061388088473856	0.519844447727495	1.3862943611198906
HCC1569_BREAST	amplicon10	Complex non-cyclic_1	2.8256124437542605	1.0338529745262055	1.791759469228055
HCC1569_BREAST	amplicon11	Linear amplification_1	2.6418717927830455	0.8501123235549908	1.791759469228055
HCC1569_BREAST	amplicon12	Linear amplification_1	3.737151142885539	1.0980938132702798	2.639057329615259
HCC1569_BREAST	amplicon13	ecDNA_1	3.173541451847796	0.6085920943862593	2.5649493574615367
HCC1569_BREAST	amplicon14	ecDNA_1	0.4541730793569766	0.4541730793569766	0
HCC1569_BREAST	amplicon15	Linear amplification_1	2.5358026502901847	0.9263647378560844	1.6094379124341003
HCC1569_BREAST	amplicon2	Linear amplification_1	1.8937515855530185	0.7951392968849087	1.0986122886681098
HCC1569_BREAST	amplicon3	Linear amplification_1	0	0	0
HCC1569_BREAST	amplicon4	Complex non-cyclic_1	2.782246683369917	1.1728087709358164	1.6094379124341003
HCC1569_BREAST	amplicon5	Complex non-cyclic_1	4.229717914771929	1.1851954770485063	3.044522437723423
HCC1569_BREAST	amplicon6	Linear amplification_1	2.548270862052099	0.7565113928240442	1.791759469228055
HCC1569_BREAST	amplicon7	Complex non-cyclic_1	4.096626775908902	0.8777509510407016	3.2188758248682006
HCC1569_BREAST	amplicon8	ecDNA_1	1.6115600625725908	0.512947773904481	1.0986122886681098
HCC1569_BREAST	amplicon9	Linear amplification_1	3.146284831070129	1.2003746820148151	1.9459101490553135
HCC1599_BREAST	amplicon1	Linear amplification_1	1.6788924364414128	0.5802801477733031	1.0986122886681098
HCC1599_BREAST	amplicon2	ecDNA_1	0.6051230217042185	0.6051230217042185	0
HCC1599_BREAST	amplicon3	ecDNA_1	0.6806033168044938	0.6806033168044938	0
HCC1599_BREAST	amplicon4	BFB_1	4.2350961897987505	1.0570423594508047	3.1780538303479458
HCC1599_BREAST	amplicon5	Complex non-cyclic_1	4.524671892198791	1.4336294388404758	3.0910424533583156
HCC15_LUNG	amplicon1	Linear amplification_1	2.8136226879645907	0.8677125389092775	1.9459101490553135
HCC1833_LUNG	amplicon1	BFB_1	3.7770003042163482	1.0689501031141382	2.70805020110221
HCC1833_LUNG	amplicon2	Linear amplification_1	1.735263425017519	0.6366511363494092	1.0986122886681098
HCC1833_LUNG	amplicon3	Linear amplification_1	0	0	0
HCC1833_LUNG	amplicon5	Linear amplification_1	1.178338869710343	0.4851916891503978	0.6931471805599453
HCC1937_BREAST	amplicon1	Linear amplification_1	3.878080732025529	0.9336417528590879	2.9444389791664407
HCC1937_BREAST	amplicon2	ecDNA_1	0.6701751945260607	0.6701751945260607	0
HCC1937_BREAST	amplicon3	BFB_1	3.023812121501786	1.0779019724464722	1.9459101490553135
HCC1937_BREAST	amplicon4	Linear amplification_1	1.3467580200015352	0.6536108394415899	0.6931471805599453
HCC1954_BREAST	amplicon1	Complex non-cyclic_1	3.324293179889553	1.244851638209717	2.0794415416798357
HCC1954_BREAST	amplicon2	ecDNA_1	2.300894486848886	0.691456574414786	1.6094379124341003
HCC1954_BREAST	amplicon2	ecDNA_2	3.544931514758539	0.711718170702323	2.833213344056216
HCC1954_BREAST	amplicon2	ecDNA_3	6.960847237574399	1.3296354557530332	5.631211781821365
HCC1954_BREAST	amplicon4	Complex non-cyclic_1	3.661413616102144	1.2635183433037733	2.3978952727983707
HCC1954_BREAST	amplicon5	Linear amplification_1	2.1613269418059198	0.21541679275060638	1.9459101490553135
HCC1954_BREAST	amplicon6	Linear amplification_1	1.5720758028690982e-13	1.5720758028690982e-13	0
HCC1954_BREAST	amplicon7	BFB_1	2.6782015016899363	0.7322913526346229	1.9459101490553135
HCC1954_BREAST	amplicon8	Linear amplification_1	4.1566750041957223e-13	4.1566750041957223e-13	0
HCC1954_BREAST	amplicon9	BFB_1	3.813766376724316	1.5111812837302705	2.3025850929940455
HCC202_BREAST	amplicon1	ecDNA_1	3.657731505168713	1.0927821477071762	2.5649493574615367
HCC202_BREAST	amplicon1	ecDNA_2	1.9030967533644036	0.5168023922445131	1.3862943611198906
HCC202_BREAST	amplicon2	ecDNA_1	0.3947598477698611	0.3947598477698611	0
HCC202_BREAST	amplicon3	ecDNA_1	3.1553109349946626	0.6704042852066622	2.4849066497880004
HCC202_BREAST	amplicon3	ecDNA_2	2.797748779296552	0.6005242019603327	2.1972245773362196
HCC202_BREAST	amplicon4	Linear amplification_1	0.7165487669014017	0.023401586341456365	0.6931471805599453
HCC202_BREAST	amplicon5	Complex non-cyclic_1	4.480990889511144	1.536551910344703	2.9444389791664407
HCC202_BREAST	amplicon6	Linear amplification_1	3.178434014497382	1.2325238654420687	1.9459101490553135
HCC202_BREAST	amplicon7	Linear amplification_1	1.787667600181487	0.6890553115133773	1.0986122886681098
HCC2157_BREAST	amplicon1	Linear amplification_1	2.1665894505550423	0.557151538120942	1.6094379124341003
HCC2157_BREAST	amplicon10	Linear amplification_1	2.0050627824728315e-13	2.0050627824728315e-13	0
HCC2157_BREAST	amplicon11	ecDNA_1	0.6872157565224024	0.6872157565224024	0
HCC2157_BREAST	amplicon2	ecDNA_1	2.91792264391649	0.9720124948611764	1.9459101490553135
HCC2157_BREAST	amplicon3	Linear amplification_1	1.2589929099248483e-13	1.2589929099248483e-13	0
HCC2157_BREAST	amplicon4	Linear amplification_1	1.3152058631492722	0.6220586825893271	0.6931471805599453
HCC2157_BREAST	amplicon5	ecDNA_1	0.6930710233436397	0.6930710233436397	0
HCC2157_BREAST	amplicon6	Complex non-cyclic_1	3.6395632886301543	1.0005059590148953	2.639057329615259
HCC2157_BREAST	amplicon8	Complex non-cyclic_1	5.093282558669744	1.2866200688994245	3.8066624897703196
HCC2157_BREAST	amplicon9	Complex non-cyclic_1	3.3881897831335115	0.9902945103351409	2.3978952727983707
HCC33_LUNG	amplicon1	ecDNA_1	4.719969954690144	1.1090520420459193	3.6109179126442243
HCC38_BREAST	amplicon1	Linear amplification_1	2.8352406455217065	0.6380160681854868	2.1972245773362196
HCC38_BREAST	amplicon10	BFB_1	4.164734868837063	1.2743631109408982	2.890371757896165
HCC38_BREAST	amplicon11	Linear amplification_1	3.908212425392249	1.26915509577699	2.639057329615259
HCC38_BREAST	amplicon13	ecDNA_1	2.075681913137609	0.6893875520177185	1.3862943611198906
HCC38_BREAST	amplicon17	Linear amplification_1	4.156361510616923	1.0653190572586075	3.0910424533583156
HCC38_BREAST	amplicon3	ecDNA_1	1.3830686996452322	0.6899215190852868	0.6931471805599453
HCC38_BREAST	amplicon4	Linear amplification_1	5.577760475715231e-13	5.577760475715231e-13	0
HCC38_BREAST	amplicon5	Complex non-cyclic_1	4.9874591145963425	1.4909515531298623	3.4965075614664802
HCC38_BREAST	amplicon6	Linear amplification_1	1.2147118269650652	0.52156464640512	0.6931471805599453
HCC38_BREAST	amplicon7	ecDNA_1	0.6537569212605985	0.6537569212605985	0
HCC38_BREAST	amplicon9	Linear amplification_1	1.784158477462619	0.6855461887945092	1.0986122886681098
HCC44_LUNG	amplicon1	Complex non-cyclic_1	5.803459766981615	1.760408499147065	4.04305126783455
HCC44_LUNG	amplicon2	Complex non-cyclic_1	5.019742064299935	1.6875375541247315	3.332204510175204
HCC44_LUNG	amplicon3	ecDNA_1	4.5772352458617815	0.8883557917478453	3.6888794541139363
HCC70_BREAST	amplicon1	Complex non-cyclic_1	2.5907008519764423	0.7989413827483874	1.791759469228055
HCC70_BREAST	amplicon2	Linear amplification_1	0	0	0
HCC70_BREAST	amplicon3	Linear amplification_1	1.3852761107486775	0.6921289301887321	0.6931471805599453
HCC827_LUNG	amplicon1	Complex non-cyclic_1	6.053059807421154	1.6710331727472731	4.382026634673881
HCC827_LUNG	amplicon2	Linear amplification_1	4.1657392346537785	1.3325258905975623	2.833213344056216
HCC827_LUNG	amplicon3	BFB_1	4.849313946044594	1.7582714926862781	3.0910424533583156
HCC827_LUNG	amplicon3	ecDNA_1	2.596631281890419	0.3994067045541993	2.1972245773362196
HCC827_LUNG	amplicon4	ecDNA_1	1.7416698617753936	0.6430575731072837	1.0986122886681098
HCC827_LUNG	amplicon4	ecDNA_2	2.464573198555418	0.5186630495001048	1.9459101490553135
HCC827_LUNG	amplicon4	ecDNA_3	4.991589447814229	0.7574829432169689	4.23410650459726
HCC827_LUNG	amplicon5	Linear amplification_1	1.5723515031735267	0.4737392145054169	1.0986122886681098
HCC827_LUNG	amplicon6	Linear amplification_1	1.9167584467220844	0.8181461580539747	1.0986122886681098
HCC95_LUNG	amplicon1	Linear amplification_1	4.617884336962794	1.8452956147230122	2.772588722239781
HCC95_LUNG	amplicon2	Linear amplification_1	3.675170423299399	1.1902637735113988	2.4849066497880004
HCC95_LUNG	amplicon3	Linear amplification_1	2.072526143828126	0.6862317827082358	1.3862943611198906
HCC95_LUNG	amplicon4	ecDNA_1	3.468746401468928	0.8296890718536694	2.639057329615259
HCC95_LUNG	amplicon4	ecDNA_2	2.0554561545544705	0.4460182421203702	1.6094379124341003
HCC95_LUNG	amplicon5	ecDNA_1	1.3452287414044428	0.6520815608444974	0.6931471805599453
HCC95_LUNG	amplicon6	BFB_1	2.8745181848415666	0.7950766431617309	2.0794415416798357
HCC95_LUNG	amplicon7	Linear amplification_1	1.234866921553834	0.5417197409938888	0.6931471805599453
HCC95_LUNG	amplicon8	Linear amplification_1	3.4538126981466037	1.0559174253482329	2.3978952727983707
HDQP1_BREAST	amplicon1	Complex non-cyclic_1	4.015478527699582	0.9709560899761589	3.044522437723423
HDQP1_BREAST	amplicon2	Complex non-cyclic_1	5.954147044638027	2.0223214119137016	3.9318256327243257
HDQP1_BREAST	amplicon3	ecDNA_1	0.5840633129247483	0.5840633129247483	0
HDQP1_BREAST	amplicon4	Linear amplification_1	2.2350404640820685	0.8487461029621781	1.3862943611198906
HDQP1_BREAST	amplicon5	Linear amplification_1	1.648857981558929	0.5502456928908193	1.0986122886681098
HDQP1_BREAST	amplicon6	Linear amplification_1	2.877194848216866	1.0854353789888112	1.791759469228055
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon1	Complex non-cyclic_1	5.922177668728563	1.8446402248228428	4.07753744390572
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon2	Linear amplification_1	0	0	0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon3	Linear amplification_1	1.1058975962862903	0.007285307618180395	1.0986122886681098
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	Linear amplification_1	1.9049585951867334	0.5186642340668427	1.3862943611198906
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon5	Linear amplification_1	1.115331555591706	0.42218437503176076	0.6931471805599453
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon6	Linear amplification_1	2.6751564851788157	0.8833970159507606	1.791759469228055
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon7	Complex non-cyclic_1	3.0283227846926115	1.0824126356372983	1.9459101490553135
HEPG2_LIVER	amplicon1	BFB_1	4.961143394901926	1.1769537609836653	3.784189633918261
HGC27_STOMACH	amplicon1	ecDNA_1	2.4594674469853604	0.6677079777573054	1.791759469228055
HGC27_STOMACH	amplicon2	Linear amplification_1	2.0899006185488944	0.703606257429004	1.3862943611198906
HGC27_STOMACH	amplicon3	ecDNA_1	2.2693236341254055	0.6598857216913051	1.6094379124341003
HGC27_STOMACH	amplicon3	ecDNA_2	5.934345495821116	1.3392256456865261	4.59511985013459
HGC27_STOMACH	amplicon4	Linear amplification_1	4.977129819393339e-13	4.977129819393339e-13	0
HS294T_SKIN	amplicon1	Linear amplification_1	3.376535104641013	0.8916284548530126	2.4849066497880004
HS746T_STOMACH	amplicon1	Complex non-cyclic_1	3.8470107454362568	0.851278471882266	2.995732273553991
HS746T_STOMACH	amplicon2	ecDNA_1	3.8901900802440674	0.671314255375867	3.2188758248682006
HS746T_STOMACH	amplicon2	ecDNA_2	3.9315559040109775	0.4051953793948162	3.5263605246161616
HS746T_STOMACH	amplicon4	Linear amplification_1	4.024770752849808	1.0290384792958163	2.995732273553991
HS746T_STOMACH	amplicon5	Complex non-cyclic_1	3.034324150770077	0.9548826090902416	2.0794415416798357
HS746T_STOMACH	amplicon6	ecDNA_1	1.9392811459137977	0.5529867847939072	1.3862943611198906
HS746T_STOMACH	amplicon7	Linear amplification_1	0.9764859967710489	0.28333881621110363	0.6931471805599453
HS944T_SKIN	amplicon1	Linear amplification_1	2.535613813348489	0.45617227166865354	2.0794415416798357
HS944T_SKIN	amplicon2	Linear amplification_1	0	0	0
HSC3_UPPER_AERODIGESTIVE_TRACT	amplicon1	Complex non-cyclic_1	3.42366692152559	0.9387602717375898	2.4849066497880004
HSC3_UPPER_AERODIGESTIVE_TRACT	amplicon2	Linear amplification_1	0	0	0
HSC3_UPPER_AERODIGESTIVE_TRACT	amplicon3	Linear amplification_1	3.143197148035254	0.8406120550412085	2.3025850929940455
HSC3_UPPER_AERODIGESTIVE_TRACT	amplicon4	Linear amplification_1	2.7724808496091766	0.6930393079293409	2.0794415416798357
HT115_LARGE_INTESTINE	amplicon1	ecDNA_1	3.8850152914072815	1.487120018608911	2.3978952727983707
HT1376_URINARY_TRACT	amplicon1	Linear amplification_1	1.1116849681253038	0.4185377875653584	0.6931471805599453
HT1376_URINARY_TRACT	amplicon3	Linear amplification_1	1.3854674616597324	0.6923202810997873	0.6931471805599453
HT1376_URINARY_TRACT	amplicon4	ecDNA_1	3.067617337635013	0.6697220648366424	2.3978952727983707
HT1376_URINARY_TRACT	amplicon4	ecDNA_2	2.2295741169803387	0.6201362045462384	1.6094379124341003
HT1376_URINARY_TRACT	amplicon7	ecDNA_1	2.298827052403082	0.6893891399689817	1.6094379124341003
HT144_SKIN	amplicon1	Linear amplification_1	2.194480569977513	0.40272110074945816	1.791759469228055
HT29_LARGE_INTESTINE	amplicon1	Complex non-cyclic_1	6.151089340638457	2.040215476465145	4.110873864173311
HT29_LARGE_INTESTINE	amplicon2	Linear amplification_1	1.6890457300470243	0.5904334413789145	1.0986122886681098
JHH1_LIVER	amplicon1	Complex non-cyclic_1	3.3628703949145233	1.2834288532346876	2.0794415416798357
JHH1_LIVER	amplicon2	ecDNA_1	2.945333404917256	0.9994232558619423	1.9459101490553135
JHH7_LIVER	amplicon1	Linear amplification_1	2.6792674826448266	0.5998259409649906	2.0794415416798357
JHH7_LIVER	amplicon2	ecDNA_1	4.8195856957191605	1.2642376342297474	3.5553480614894135
JHH7_LIVER	amplicon3	Complex non-cyclic_1	3.948914425008061	1.2408642239058512	2.70805020110221
JHH7_LIVER	amplicon4	Complex non-cyclic_1	4.595967333630855	0.9324056875012088	3.6635616461296463
JHH7_LIVER	amplicon5	BFB_1	3.7393527098914663	0.8489809519953014	2.890371757896165
JHH7_LIVER	amplicon6	ecDNA_1	0.6382857058454994	0.6382857058454994	0
JHOS2_OVARY	amplicon1	Complex non-cyclic_1	4.525498807970129	1.091511603484983	3.4339872044851463
JHOS2_OVARY	amplicon11	Linear amplification_1	4.79061999292947	1.2642594683133086	3.5263605246161616
JHOS2_OVARY	amplicon2	ecDNA_1	3.067474845910295	0.9880333042304592	2.0794415416798357
JHOS2_OVARY	amplicon3	Linear amplification_1	2.5688542444637843	1.182559883343894	1.3862943611198906
JHOS2_OVARY	amplicon5	ecDNA_1	0.6010920407774939	0.6010920407774939	0
JHUEM1_ENDOMETRIUM	amplicon1	Complex non-cyclic_1	5.472460062914415	1.9460995382982529	3.5263605246161616
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon1	ecDNA_1	5.859262151790976	1.452542904526723	4.406719247264253
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon2	Linear amplification_1	2.402299360192357	0.7928614477582567	1.6094379124341003
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon3	Complex non-cyclic_1	3.5075224135511798	0.7994722124489696	2.70805020110221
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	Linear amplification_1	1.3862547979379665	0.6931076173780211	0.6931471805599453
KATOIII_STOMACH	amplicon1	ecDNA_1	2.5822879146218645	0.5028463729420286	2.0794415416798357
KATOIII_STOMACH	amplicon1	ecDNA_2	5.4545131761641645	1.0356725683675658	4.418840607796598
KE39_STOMACH	amplicon1	Linear amplification_1	6.870060076378109e-13	6.870060076378109e-13	0
KE39_STOMACH	amplicon2	Linear amplification_1	2.9427729625369112	0.996862813481598	1.9459101490553135
KE39_STOMACH	amplicon3	ecDNA_1	5.676134091275362	1.4276388492260028	4.248495242049359
KE39_STOMACH	amplicon4	Linear amplification_1	1.2207527566507554	0.12214046798264569	1.0986122886681098
KE39_STOMACH	amplicon5	Linear amplification_1	4.115328566082064	1.2821152220258474	2.833213344056216
KLE_ENDOMETRIUM	amplicon2	ecDNA_1	2.9034444517172346	0.33849509425569785	2.5649493574615367
KLE_ENDOMETRIUM	amplicon3	Complex non-cyclic_1	4.691334367797934	1.3954975017936047	3.295836866004329
KLE_ENDOMETRIUM	amplicon4	BFB_1	3.730382256574349	1.022332055472139	2.70805020110221
KLE_ENDOMETRIUM	amplicon5	Linear amplification_1	1.718231183655055	0.6196188949869451	1.0986122886681098
KLE_ENDOMETRIUM	amplicon6	BFB_1	4.096320175483768	1.3237314532439877	2.772588722239781
KLE_ENDOMETRIUM	amplicon7	Linear amplification_1	0.9035887926082743	0.21044161204832898	0.6931471805599453
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon1	Linear amplification_1	1.3427683167267084	0.6496211361667632	0.6931471805599453
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon2	Linear amplification_1	1.466450585021632	0.3678382963535224	1.0986122886681098
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon3	Linear amplification_1	2.267534924167242	0.6580970117331413	1.6094379124341003
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	Complex non-cyclic_1	3.9137750136288894	1.5158797408305185	2.3978952727983707
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon5	Linear amplification_1	3.829543243373265	1.1904859137580062	2.639057329615259
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon6	Linear amplification_1	3.436140261214269e-13	3.436140261214269e-13	0
KNS62_LUNG	amplicon1	Complex non-cyclic_1	5.2554085922140406	1.5665291381001039	3.6888794541139363
KNS62_LUNG	amplicon2	ecDNA_1	2.075645873979536	0.6893515128596454	1.3862943611198906
KU1919_URINARY_TRACT	amplicon2	Linear amplification_1	0.7260486571302979	0.03290147657035259	0.6931471805599453
KU1919_URINARY_TRACT	amplicon3	Linear amplification_1	2.5462188712525355	0.3489942939163162	2.1972245773362196
KU1919_URINARY_TRACT	amplicon4	Complex non-cyclic_1	5.046193838618182	1.4908457771287686	3.5553480614894135
KU1919_URINARY_TRACT	amplicon5	Linear amplification_1	0	0	0
KYSE180_OESOPHAGUS	amplicon1	ecDNA_1	0.6816932218744922	0.6816932218744922	0
KYSE180_OESOPHAGUS	amplicon2	BFB_1	2.9028812851639905	0.8234397434841547	2.0794415416798357
KYSE180_OESOPHAGUS	amplicon3	Linear amplification_1	1.6103667126847894	0.000928800250689001	1.6094379124341003
KYSE180_OESOPHAGUS	amplicon4	Linear amplification_1	1.6417238214594603	0.5431115327913506	1.0986122886681098
KYSE180_OESOPHAGUS	amplicon5	BFB_1	4.638582498339968	1.0009963386135827	3.6375861597263857
KYSE30_OESOPHAGUS	amplicon1	ecDNA_1	1.7655930339631785	0.6669807452950687	1.0986122886681098
KYSE30_OESOPHAGUS	amplicon1	ecDNA_2	2.2315606215871826	0.6221227091530821	1.6094379124341003
KYSE30_OESOPHAGUS	amplicon10	BFB_1	3.3027793637845657	1.0001942707905203	2.3025850929940455
KYSE30_OESOPHAGUS	amplicon11	Linear amplification_1	1.3517070162854434	0.2530947276173337	1.0986122886681098
KYSE30_OESOPHAGUS	amplicon12	BFB_1	4.408787238308023	1.112950372303694	3.295836866004329
KYSE30_OESOPHAGUS	amplicon13	Linear amplification_1	1.357729277667375	0.2591169889992653	1.0986122886681098
KYSE30_OESOPHAGUS	amplicon14	Linear amplification_1	1.4394534899700049	0.7463063094100595	0.6931471805599453
KYSE30_OESOPHAGUS	amplicon2	ecDNA_1	2.531580120478156	0.9221422080440556	1.6094379124341003
KYSE30_OESOPHAGUS	amplicon3	Complex non-cyclic_1	4.12192091253619	1.1774819333697497	2.9444389791664407
KYSE30_OESOPHAGUS	amplicon4	Complex non-cyclic_1	4.540927403942632	1.2828308659211496	3.258096538021482
KYSE30_OESOPHAGUS	amplicon5	ecDNA_1	0.6756649811745132	0.6756649811745132	0
KYSE30_OESOPHAGUS	amplicon6	BFB_1	3.375853514840068	0.8909468650520678	2.4849066497880004
KYSE30_OESOPHAGUS	amplicon7	ecDNA_1	3.3621628334990676	0.8772561837110675	2.4849066497880004
KYSE410_OESOPHAGUS	amplicon1	Complex non-cyclic_1	3.1202048373775493	1.0407632956977135	2.0794415416798357
KYSE410_OESOPHAGUS	amplicon10	Linear amplification_1	0.69369430067168	0.0005471201117347341	0.6931471805599453
KYSE410_OESOPHAGUS	amplicon11	Complex non-cyclic_1	5.996606930993875	1.706147489845484	4.290459441148391
KYSE410_OESOPHAGUS	amplicon12	ecDNA_1	1.324675005910914	0.6315278253509686	0.6931471805599453
KYSE410_OESOPHAGUS	amplicon13	ecDNA_1	2.249600392016991	0.6401624795828906	1.6094379124341003
KYSE410_OESOPHAGUS	amplicon13	ecDNA_2	5.846398858397102	1.4275582506005031	4.418840607796598
KYSE410_OESOPHAGUS	amplicon14	BFB_1	2.6576418086923077	0.711731659636994	1.9459101490553135
KYSE410_OESOPHAGUS	amplicon2	Linear amplification_1	4.40490707558666	1.3603846378632367	3.044522437723423
KYSE410_OESOPHAGUS	amplicon3	ecDNA_1	5.467172761616251	1.459839576383779	4.007333185232471
KYSE410_OESOPHAGUS	amplicon5	Linear amplification_1	2.6302783074331524	0.6843681583778389	1.9459101490553135
KYSE410_OESOPHAGUS	amplicon6	Linear amplification_1	2.297047412726088	0.6876095002919878	1.6094379124341003
KYSE410_OESOPHAGUS	amplicon7	ecDNA_1	0.5882759221647809	0.5882759221647809	0
KYSE410_OESOPHAGUS	amplicon8	BFB_1	2.0904742868938797	0.7041799257739889	1.3862943611198906
KYSE410_OESOPHAGUS	amplicon9	Linear amplification_1	2.6850843715768455	0.7391742225215323	1.9459101490553135
KYSE450_OESOPHAGUS	amplicon1	ecDNA_1	2.1110150563192174	0.501577143885117	1.6094379124341003
KYSE450_OESOPHAGUS	amplicon2	Linear amplification_1	3.369526879736782e-13	3.369526879736782e-13	0
KYSE450_OESOPHAGUS	amplicon3	Linear amplification_1	2.635179872715848	1.0257419602817475	1.6094379124341003
KYSE450_OESOPHAGUS	amplicon4	Linear amplification_1	2.5247861327838548	0.5788759837285413	1.9459101490553135
KYSE450_OESOPHAGUS	amplicon5	Complex non-cyclic_1	1.6792594554807	0.5806471668125903	1.0986122886681098
KYSE450_OESOPHAGUS	amplicon6	ecDNA_1	4.621685065563176	0.6704413469817488	3.951243718581427
KYSE450_OESOPHAGUS	amplicon7	Linear amplification_1	2.018391346592264	0.6320969854723735	1.3862943611198906
KYSE520_OESOPHAGUS	amplicon1	ecDNA_1	5.0092483867574815	1.4828878621413197	3.5263605246161616
KYSE520_OESOPHAGUS	amplicon10	Linear amplification_1	1.3294561199222876	0.6363089393623423	0.6931471805599453
KYSE520_OESOPHAGUS	amplicon11	Linear amplification_1	1.2523755932182972	0.5592284126583519	0.6931471805599453
KYSE520_OESOPHAGUS	amplicon2	Complex non-cyclic_1	5.216069744561772	1.7503338417620458	3.4657359027997265
KYSE520_OESOPHAGUS	amplicon3	ecDNA_1	2.473854871325249	0.682095402097194	1.791759469228055
KYSE520_OESOPHAGUS	amplicon4	Linear amplification_1	3.865629996690965	0.9752582387948002	2.890371757896165
KYSE520_OESOPHAGUS	amplicon5	ecDNA_1	1.3837636210974513	0.6906164405375059	0.6931471805599453
KYSE520_OESOPHAGUS	amplicon6	Linear amplification_1	2.0720633163243196	0.46262540389021956	1.6094379124341003
KYSE520_OESOPHAGUS	amplicon7	Linear amplification_1	2.3463304152529987	0.7368925028188984	1.6094379124341003
KYSE520_OESOPHAGUS	amplicon8	Linear amplification_1	1.6791946003681426	0.5805823117000328	1.0986122886681098
KYSE520_OESOPHAGUS	amplicon9	Linear amplification_1	7.006617508406908e-13	7.006617508406908e-13	0
KYSE70_OESOPHAGUS	amplicon1	Complex non-cyclic_1	1.9391902711720574	0.5528959100521669	1.3862943611198906
KYSE70_OESOPHAGUS	amplicon2	BFB_1	4.1664889398084926	1.3332755957522766	2.833213344056216
KYSE70_OESOPHAGUS	amplicon3	ecDNA_1	0.6931381589923297	0.6931381589923297	0
