feature_ID	captured_region_size_bp	median_feature_CN	max_feature_CN	borderline_flag
HCC1428_BREAST_amplicon4_Linear amplification_1	224103	4.610330531307705	4.740704862159303	LowCN
HCC1500_BREAST_amplicon10_ecDNA_1	5218747	5.7665609983256685	6.968185571793927	LowCN
HCC1500_BREAST_amplicon1_Complex non-cyclic_1	2222891	5.661361372121618	6.762111500539527	None
HCC1500_BREAST_amplicon2_BFB_1	1551884	18.80144923813603	36.816734865229506	None
HCC1500_BREAST_amplicon3_Linear amplification_1	160000	5.589090601870103	5.589090601870103	None
HCC1500_BREAST_amplicon5_BFB_1	1654326	6.439318473235304	10.330364412974536	None
HCC1500_BREAST_amplicon6_Linear amplification_1	114984	4.684459370814536	4.684459370814536	LowCN
HCC1500_BREAST_amplicon7_Linear amplification_1	287180	4.611912260767221	4.611912260767221	LowCN
HCC1500_BREAST_amplicon8_Linear amplification_1	869872	4.555954405392849	4.555954405392849	LowCN
HCC1500_BREAST_amplicon9_ecDNA_1	494740	28.2071127023044	28.80758684002136	None
HCC1569_BREAST_amplicon10_Complex non-cyclic_1	321979	5.70662087377716	7.4134448982428385	None
HCC1569_BREAST_amplicon11_Linear amplification_1	1936615	5.443311814122936	5.810634782267436	None
HCC1569_BREAST_amplicon12_Linear amplification_1	295835	9.625323307186571	9.625323307186571	None
HCC1569_BREAST_amplicon13_ecDNA_1	2044214	33.44518585093356	43.15418524967533	None
HCC1569_BREAST_amplicon14_ecDNA_1	260748	9.20683700972209	9.20683700972209	None
HCC1569_BREAST_amplicon15_Linear amplification_1	195956	5.8885242255280446	5.8885242255280446	None
HCC1569_BREAST_amplicon1_ecDNA_1	422757	5.254189334386904	5.254189334386904	LowCN
HCC1569_BREAST_amplicon2_Linear amplification_1	721353	5.245709903081865	5.982734798942474	None
HCC1569_BREAST_amplicon3_Linear amplification_1	69993	4.892235478098785	4.892235478098785	LowCN
HCC1569_BREAST_amplicon4_Complex non-cyclic_1	231872	5.096974581626523	5.257526485900804	None
HCC1569_BREAST_amplicon5_Complex non-cyclic_1	2325576	5.853411818236309	11.764630343714709	None
HCC1569_BREAST_amplicon6_Linear amplification_1	4776303	4.948947307990279	4.948947307990279	LowCN
HCC1569_BREAST_amplicon7_Complex non-cyclic_1	719994	7.3218086446281	7.5346796589918466	None
HCC1569_BREAST_amplicon8_ecDNA_1	168253	46.523256148433255	65.78181236336815	None
HCC1569_BREAST_amplicon9_Linear amplification_1	694400	5.2243888393377595	5.2243888393377595	None
HCC1599_BREAST_amplicon1_Linear amplification_1	175002	5.808263727298116	5.808263727298116	None
HCC1599_BREAST_amplicon2_ecDNA_1	477241	7.06549717862809	7.06549717862809	LowCN
HCC1599_BREAST_amplicon3_ecDNA_1	204047	5.774995205681749	5.774995205681749	LowCN
HCC1599_BREAST_amplicon4_BFB_1	3326313	10.015447424868835	11.890941936655604	None
HCC1599_BREAST_amplicon5_Complex non-cyclic_1	1826513	6.6696395906820145	8.253122582990997	None
HCC15_LUNG_amplicon1_Linear amplification_1	1115687	5.437022264536093	5.437022264536094	None
HCC1833_LUNG_amplicon1_BFB_1	2138443	19.15192774886963	24.696650345805956	None
HCC1833_LUNG_amplicon2_Linear amplification_1	53038	4.596147193612215	4.596147193612215	LowCN
HCC1833_LUNG_amplicon3_Linear amplification_1	419947	4.699038700908051	4.699038700908051	LowCN
HCC1833_LUNG_amplicon5_Linear amplification_1	362460	5.022392704885982	5.022392704885982	None
HCC1937_BREAST_amplicon1_Linear amplification_1	1639985	7.164502927224014	7.1645029272240155	None
HCC1937_BREAST_amplicon2_ecDNA_1	195436	6.454533406109267	6.454533406109267	LowCN
HCC1937_BREAST_amplicon3_BFB_1	579058	4.933108006914566	5.0469557821027315	LowCN
HCC1937_BREAST_amplicon4_Linear amplification_1	69666	6.100250250778946	6.100250250778946	None
HCC1954_BREAST_amplicon1_Complex non-cyclic_1	98276	5.938787796448742	5.938787796448742	None
HCC1954_BREAST_amplicon2_ecDNA_1	174251	8.164609589303161	10.9077568703586	None
HCC1954_BREAST_amplicon2_ecDNA_2	3145097	6.566735819518935	17.025617351324442	None
HCC1954_BREAST_amplicon2_ecDNA_3	13806981	11.823807416883232	37.221887330697605	None
HCC1954_BREAST_amplicon4_Complex non-cyclic_1	132664	5.0847996228503165	6.545361534000908	None
HCC1954_BREAST_amplicon5_Linear amplification_1	2709974	6.3387455438959615	6.342783457589982	None
HCC1954_BREAST_amplicon6_Linear amplification_1	1879982	6.031581172110949	6.031581172110949	None
HCC1954_BREAST_amplicon7_BFB_1	2183303	5.285462551590435	8.881250199373003	None
HCC1954_BREAST_amplicon8_Linear amplification_1	474992	6.181749373962569	6.181749373962569	None
HCC1954_BREAST_amplicon9_BFB_1	497993	151.55156638087183	151.55156638087183	None
HCC202_BREAST_amplicon1_ecDNA_1	1463154	10.601365326701224	16.665772324230474	None
HCC202_BREAST_amplicon1_ecDNA_2	780136	4.443524229635135	8.728895660627662	None
HCC202_BREAST_amplicon2_ecDNA_1	78151	6.732192041775648	6.732192041775648	LowCN
HCC202_BREAST_amplicon3_ecDNA_1	1062701	14.880392547949343	20.236690469166373	None
HCC202_BREAST_amplicon3_ecDNA_2	1062771	10.982342341397088	12.880476818386555	None
HCC202_BREAST_amplicon4_Linear amplification_1	80003	6.852456168260203	6.928853913067995	None
HCC202_BREAST_amplicon5_Complex non-cyclic_1	1244464	6.453079211448988	7.1565270555648075	None
HCC202_BREAST_amplicon6_Linear amplification_1	973388	5.103847973264331	5.649607036151112	None
HCC202_BREAST_amplicon7_Linear amplification_1	79549	6.308955644028428	6.308955644028428	None
HCC2157_BREAST_amplicon10_Linear amplification_1	70006	4.568187341790916	4.568187341790916	LowCN
HCC2157_BREAST_amplicon11_ecDNA_1	372888	7.1759863399198975	7.1759863399198975	LowCN
HCC2157_BREAST_amplicon1_Linear amplification_1	74448	5.163891028208533	5.163891028208533	None
HCC2157_BREAST_amplicon2_ecDNA_1	318354	7.28653968267237	9.738479752531335	None
HCC2157_BREAST_amplicon3_Linear amplification_1	309999	6.319754441400796	6.319754441400796	None
HCC2157_BREAST_amplicon4_Linear amplification_1	185000	6.2863821223763905	6.2863821223763905	None
HCC2157_BREAST_amplicon5_ecDNA_1	302003	4.617142068978201	4.617142068978201	LowCN
HCC2157_BREAST_amplicon6_Complex non-cyclic_1	2660309	5.481709077703369	5.615331888981784	None
HCC2157_BREAST_amplicon8_Complex non-cyclic_1	11005564	7.590209027176869	10.523023552229006	None
HCC2157_BREAST_amplicon9_Complex non-cyclic_1	185154	6.1714688536423115	6.1714688536423115	None
HCC33_LUNG_amplicon1_ecDNA_1	1900765	32.41212351769418	109.90984538220484	None
HCC38_BREAST_amplicon10_BFB_1	3615961	5.433720955532523	8.518577029262426	None
HCC38_BREAST_amplicon11_Linear amplification_1	1356239	5.2636004913628565	6.61406883637274	None
HCC38_BREAST_amplicon13_ecDNA_1	333728	6.512539553079313	8.009583153451194	None
HCC38_BREAST_amplicon17_Linear amplification_1	2921	5.767815283563518	5.767815283563518	None
HCC38_BREAST_amplicon1_Linear amplification_1	7577588	4.835198527384513	4.928341327983844	LowCN
HCC38_BREAST_amplicon3_ecDNA_1	1712501	5.2260717457464505	5.2260717457464505	LowCN
HCC38_BREAST_amplicon4_Linear amplification_1	980014	4.798086122092676	4.798086122092676	LowCN
HCC38_BREAST_amplicon5_Complex non-cyclic_1	7684710	4.0010279789849585	13.884780350300476	None
HCC38_BREAST_amplicon6_Linear amplification_1	87505	6.357549328861912	6.357549328861912	None
HCC38_BREAST_amplicon7_ecDNA_1	1002549	5.956286938054245	5.956286938054245	LowCN
HCC38_BREAST_amplicon9_Linear amplification_1	1989772	5.723181836979022	5.723181836979022	None
HCC44_LUNG_amplicon1_Complex non-cyclic_1	1131629	8.525443032312664	12.759516228353553	None
HCC44_LUNG_amplicon2_Complex non-cyclic_1	2605165	6.597402691154407	8.730679093159342	None
HCC44_LUNG_amplicon3_ecDNA_1	1626511	19.87038595104037	34.08828923110868	None
HCC70_BREAST_amplicon1_Complex non-cyclic_1	60644	6.011859592679895	6.011859592679895	None
HCC70_BREAST_amplicon2_Linear amplification_1	129998	5.706462517248491	5.706462517248491	None
HCC70_BREAST_amplicon3_Linear amplification_1	88474	6.4314494499648065	6.4314494499648065	None
HCC827_LUNG_amplicon1_Complex non-cyclic_1	2393722	9.744458956151894	20.799084218785005	None
HCC827_LUNG_amplicon2_Linear amplification_1	1136751	16.965843931541627	41.231455487158605	None
HCC827_LUNG_amplicon3_BFB_1	2263394	39.8465858421556	62.293007167325186	None
HCC827_LUNG_amplicon3_ecDNA_1	791390	53.7360620662699	62.293007167325186	None
HCC827_LUNG_amplicon4_ecDNA_1	15960	8.561852538309237	8.561852538309237	None
HCC827_LUNG_amplicon4_ecDNA_2	447623	5.7441301637514695	7.171906610683112	LowCN
HCC827_LUNG_amplicon4_ecDNA_3	6520426	8.805213283473652	13.611246157803535	None
HCC827_LUNG_amplicon5_Linear amplification_1	176700	37.63582595380499	37.63582595380499	None
HCC827_LUNG_amplicon6_Linear amplification_1	49200	10.133304421074703	10.133304421074703	None
HCC95_LUNG_amplicon1_Linear amplification_1	2295454	5.577299094179719	6.57816756345756	None
HCC95_LUNG_amplicon2_Linear amplification_1	1610117	5.91064904298686	6.736891458840321	None
HCC95_LUNG_amplicon3_Linear amplification_1	237904	4.425820737830004	4.971041091541382	LowCN
HCC95_LUNG_amplicon4_ecDNA_1	4614417	22.27792203281754	44.507600218550515	None
HCC95_LUNG_amplicon4_ecDNA_2	29110	14.743012735837981	16.246418564749018	None
HCC95_LUNG_amplicon5_ecDNA_1	74492	4.907454175980488	4.907454175980488	LowCN
HCC95_LUNG_amplicon6_BFB_1	238655	9.760461573051622	9.760461573051622	None
HCC95_LUNG_amplicon7_Linear amplification_1	174524	26.30844094333363	26.30844094333363	None
HCC95_LUNG_amplicon8_Linear amplification_1	650999	7.382722728712532	7.917264355322556	None
HDQP1_BREAST_amplicon1_Complex non-cyclic_1	3394254	6.116444482236303	6.3938711532290995	None
HDQP1_BREAST_amplicon2_Complex non-cyclic_1	3612259	8.638312330614669	11.888784246777153	None
HDQP1_BREAST_amplicon3_ecDNA_1	134103	6.7445811159646505	6.7445811159646505	LowCN
HDQP1_BREAST_amplicon4_Linear amplification_1	287049	6.8380038085424095	7.85280871345611	None
HDQP1_BREAST_amplicon5_Linear amplification_1	95004	6.627299865802324	6.627299865802324	None
HDQP1_BREAST_amplicon6_Linear amplification_1	441597	6.5344885066408045	6.727243094710713	None
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon1_Complex non-cyclic_1	12317200	7.697371291793733	11.729600048201737	None
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon2_Linear amplification_1	1664955	5.4650430552454585	5.4650430552454585	None
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon3_Linear amplification_1	484988	5.248623548692882	7.585118163075947	None
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon4_Linear amplification_1	144997	5.519313887093239	5.519313887093239	None
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon5_Linear amplification_1	114996	5.299627184784837	5.299627184784837	None
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon6_Linear amplification_1	471687	6.707604893695688	6.707604893695688	None
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon7_Complex non-cyclic_1	175057	4.3296017610431905	6.349193618398165	None
HEPG2_LIVER_amplicon1_BFB_1	21246834	5.082462882936072	6.89690390559466	LowCN
HGC27_STOMACH_amplicon1_ecDNA_1	156695	7.0035534523450105	7.690767513168046	LowCN
HGC27_STOMACH_amplicon2_Linear amplification_1	119704	7.250736612757201	7.250736612757201	None
HGC27_STOMACH_amplicon3_ecDNA_1	123027	7.238893772094526	7.238893772094526	LowCN
HGC27_STOMACH_amplicon3_ecDNA_2	9107167	22.78996204023251	51.35520550038783	None
HGC27_STOMACH_amplicon4_Linear amplification_1	260296	7.6213423631737935	7.6213423631737935	None
HS294T_SKIN_amplicon1_Linear amplification_1	2264964	6.054806989452387	7.115922067075245	None
HS746T_STOMACH_amplicon1_Complex non-cyclic_1	2215422	10.4486899198154	10.452321194046284	None
HS746T_STOMACH_amplicon2_ecDNA_1	1372092	27.082886250582657	44.21947959621965	None
HS746T_STOMACH_amplicon2_ecDNA_2	4469589	7.769698020211021	12.550127597339541	None
HS746T_STOMACH_amplicon4_Linear amplification_1	2275004	6.665023438338735	8.52798785355539	None
HS746T_STOMACH_amplicon5_Complex non-cyclic_1	901199	5.042963044805176	5.418422175601975	None
HS746T_STOMACH_amplicon6_ecDNA_1	1196797	6.734070111531993	6.915355256726408	LowCN
HS746T_STOMACH_amplicon7_Linear amplification_1	430001	5.4974506559889385	5.7418026992081295	None
HS944T_SKIN_amplicon1_Linear amplification_1	260620	4.172257396961181	5.688774383069055	None
HS944T_SKIN_amplicon2_Linear amplification_1	375011	4.993115516097845	4.993115516097845	LowCN
HSC3_UPPER_AERODIGESTIVE_TRACT_amplicon1_Complex non-cyclic_1	2421915	6.215323197895759	6.2153231978957635	None
HSC3_UPPER_AERODIGESTIVE_TRACT_amplicon2_Linear amplification_1	1364975	5.182378665489443	5.182378665489443	None
HSC3_UPPER_AERODIGESTIVE_TRACT_amplicon3_Linear amplification_1	1401244	6.770682441088445	7.183758044907751	None
HSC3_UPPER_AERODIGESTIVE_TRACT_amplicon4_Linear amplification_1	760114	4.985507092858236	4.985507092858236	LowCN
HT115_LARGE_INTESTINE_amplicon1_ecDNA_1	193419	44.476497143772406	58.4439165445128	None
HT1376_URINARY_TRACT_amplicon1_Linear amplification_1	135004	5.204810737560087	5.204810737560087	None
HT1376_URINARY_TRACT_amplicon3_Linear amplification_1	259505	5.067111766117756	5.067111766117756	None
HT1376_URINARY_TRACT_amplicon4_ecDNA_1	7087434	8.919527338432886	11.579165417635355	None
HT1376_URINARY_TRACT_amplicon4_ecDNA_2	84948	4.916939088240372	5.668606969826783	LowCN
HT1376_URINARY_TRACT_amplicon7_ecDNA_1	117920	5.753976189379702	6.38589520098814	LowCN
HT144_SKIN_amplicon1_Linear amplification_1	154942	4.040475833357105	5.515497588775329	None
HT29_LARGE_INTESTINE_amplicon1_Complex non-cyclic_1	216626	6.1561096487838105	7.87470735491749	None
HT29_LARGE_INTESTINE_amplicon2_Linear amplification_1	275009	5.721954087964638	5.745848164898677	None
JHH1_LIVER_amplicon1_Complex non-cyclic_1	1157809	5.989048767319826	7.031822366571953	None
JHH1_LIVER_amplicon2_ecDNA_1	1144210	7.6489410264753115	10.586874429534802	None
JHH7_LIVER_amplicon1_Linear amplification_1	741390	4.862875839915931	5.66351798863138	None
JHH7_LIVER_amplicon2_ecDNA_1	2275122	17.9992781524567	26.868438014333822	None
JHH7_LIVER_amplicon3_Complex non-cyclic_1	1930127	16.3585840807899	22.187738852229046	None
JHH7_LIVER_amplicon4_Complex non-cyclic_1	5597645	9.017702626951662	18.843484200682454	None
JHH7_LIVER_amplicon5_BFB_1	200419	11.459401603267318	13.91223127693897	None
JHH7_LIVER_amplicon6_ecDNA_1	58381	6.444404172827946	6.444404172827946	LowCN
JHOS2_OVARY_amplicon11_Linear amplification_1	792798	4.393210524312669	6.438240241185452	None
JHOS2_OVARY_amplicon1_Complex non-cyclic_1	2660292	4.153397250224775	13.938976423753061	None
JHOS2_OVARY_amplicon2_ecDNA_1	311403	6.971982752153761	6.971982752153766	LowCN
JHOS2_OVARY_amplicon3_Linear amplification_1	454643	7.440151456318467	7.440151456318467	None
JHOS2_OVARY_amplicon5_ecDNA_1	109874	7.175855747041139	7.175855747041139	LowCN
JHUEM1_ENDOMETRIUM_amplicon1_Complex non-cyclic_1	260423	5.3560339057349955	15.812551004960566	None
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon1_ecDNA_1	6696012	6.921234858345031	11.246969666675511	None
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon2_Linear amplification_1	79425	6.946475956095565	6.946475956095565	None
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon3_Complex non-cyclic_1	2180330	5.078591293943129	5.133050665268473	None
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon4_Linear amplification_1	88474	8.028454242520851	8.028454242520851	None
KATOIII_STOMACH_amplicon1_ecDNA_1	233373	25.496587576029277	27.733010022995547	None
KATOIII_STOMACH_amplicon1_ecDNA_2	1396995	11.087395689633512	265.71935273750825	None
KE39_STOMACH_amplicon1_Linear amplification_1	150002	6.078686389504176	6.078686389504176	None
KE39_STOMACH_amplicon2_Linear amplification_1	1218662	6.580685783357128	8.382364035392015	None
KE39_STOMACH_amplicon3_ecDNA_1	3284667	10.008215855497129	28.35291648537331	None
KE39_STOMACH_amplicon4_Linear amplification_1	234989	4.170359394364961	5.545499341728103	None
KE39_STOMACH_amplicon5_Linear amplification_1	1094235	10.543140616548277	12.311121261770742	None
KLE_ENDOMETRIUM_amplicon2_ecDNA_1	2048184	21.110867648580786	23.708510342667044	None
KLE_ENDOMETRIUM_amplicon3_Complex non-cyclic_1	7311758	8.186984436473274	9.145279273520758	None
KLE_ENDOMETRIUM_amplicon4_BFB_1	2237077	9.715088520128193	14.178914011423688	None
KLE_ENDOMETRIUM_amplicon5_Linear amplification_1	153145	5.6289300618539615	5.6289300618539615	None
KLE_ENDOMETRIUM_amplicon6_BFB_1	3330120	18.589144692133242	20.361985810161926	None
KLE_ENDOMETRIUM_amplicon7_Linear amplification_1	54999	4.183882460330656	5.129442334807048	None
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon1_Linear amplification_1	367849	5.4280479192899085	5.4280479192899085	None
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon2_Linear amplification_1	1664988	6.423824796201395	6.423824796201395	None
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon3_Linear amplification_1	804659	6.492890149981595	10.32539875609771	None
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon4_Complex non-cyclic_1	3678322	6.369958418969818	7.312852940394503	None
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon5_Linear amplification_1	5830004	5.618369842528583	6.8642164948358815	None
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon6_Linear amplification_1	410001	4.802970570691651	4.802970570691651	LowCN
KNS62_LUNG_amplicon1_Complex non-cyclic_1	291138	5.258823793013617	14.953423937627637	None
KNS62_LUNG_amplicon2_ecDNA_1	130445	6.752426481392188	7.346402874567027	LowCN
KU1919_URINARY_TRACT_amplicon2_Linear amplification_1	1850014	5.01205265097301	5.290485962605353	None
KU1919_URINARY_TRACT_amplicon3_Linear amplification_1	565599	5.0444550054151716	5.322821361627993	None
KU1919_URINARY_TRACT_amplicon4_Complex non-cyclic_1	6534701	7.119818317853158	15.156333514573308	None
KU1919_URINARY_TRACT_amplicon5_Linear amplification_1	54998	6.624850501526298	6.624850501526298	None
KYSE180_OESOPHAGUS_amplicon1_ecDNA_1	57333	6.156615834855915	6.156615834855915	LowCN
KYSE180_OESOPHAGUS_amplicon2_BFB_1	59463	12.037989524625495	12.037989524625495	None
KYSE180_OESOPHAGUS_amplicon3_Linear amplification_1	1549985	5.793798965524314	5.793798965524316	None
KYSE180_OESOPHAGUS_amplicon4_Linear amplification_1	509996	5.950909332860484	5.950909332860484	None
KYSE180_OESOPHAGUS_amplicon5_BFB_1	4323488	11.551879130511253	15.481893223748918	None
KYSE30_OESOPHAGUS_amplicon10_BFB_1	2810428	5.58459117550044	5.752022233471628	LowCN
KYSE30_OESOPHAGUS_amplicon11_Linear amplification_1	236876	6.127106624356874	7.189480523967621	None
KYSE30_OESOPHAGUS_amplicon12_BFB_1	1465796	15.225336494445306	37.54063548467471	None
KYSE30_OESOPHAGUS_amplicon13_Linear amplification_1	235000	5.716851086392048	5.716851086392048	None
KYSE30_OESOPHAGUS_amplicon14_Linear amplification_1	190009	7.451553424661389	10.763017856930956	None
KYSE30_OESOPHAGUS_amplicon1_ecDNA_1	894900	15.355508955642783	15.355508955642783	None
KYSE30_OESOPHAGUS_amplicon1_ecDNA_2	61869	9.496944270246418	11.289859266152195	None
KYSE30_OESOPHAGUS_amplicon2_ecDNA_1	174328	5.984273764259188	5.98427376425919	LowCN
KYSE30_OESOPHAGUS_amplicon3_Complex non-cyclic_1	455110	5.31075324673946	5.735171858084659	None
KYSE30_OESOPHAGUS_amplicon4_Complex non-cyclic_1	451934	5.044300675566445	5.784692309011991	None
KYSE30_OESOPHAGUS_amplicon5_ecDNA_1	297164	5.901910734108333	5.901910734108333	LowCN
KYSE30_OESOPHAGUS_amplicon6_BFB_1	534884	6.223538161640586	16.80412955965929	None
KYSE30_OESOPHAGUS_amplicon7_ecDNA_1	114622	10.486264601134001	13.817053642146245	None
KYSE410_OESOPHAGUS_amplicon10_Linear amplification_1	784543	5.157924347406149	5.157924347406153	None
KYSE410_OESOPHAGUS_amplicon11_Complex non-cyclic_1	880867	5.14485465712405	8.369044644014219	None
KYSE410_OESOPHAGUS_amplicon12_ecDNA_1	499324	5.2762634557694	5.348259981288765	LowCN
KYSE410_OESOPHAGUS_amplicon13_ecDNA_1	704102	6.049966870902516	7.123094088688383	LowCN
KYSE410_OESOPHAGUS_amplicon13_ecDNA_2	3623725	10.55661787078356	23.875996251041236	None
KYSE410_OESOPHAGUS_amplicon14_BFB_1	133903	9.24983635574518	9.24983635574518	None
KYSE410_OESOPHAGUS_amplicon1_Complex non-cyclic_1	3769747	5.120536601054792	5.641521108462716	None
KYSE410_OESOPHAGUS_amplicon2_Linear amplification_1	1454708	4.531802397797798	7.815669817183144	None
KYSE410_OESOPHAGUS_amplicon3_ecDNA_1	2591071	19.694623945013976	131.97303651404363	None
KYSE410_OESOPHAGUS_amplicon5_Linear amplification_1	71334	5.381197498946129	6.185772931871742	None
KYSE410_OESOPHAGUS_amplicon6_Linear amplification_1	2638659	6.149621116134694	6.33343613152805	None
KYSE410_OESOPHAGUS_amplicon7_ecDNA_1	51882	7.105628849750708	7.105628849750708	LowCN
KYSE410_OESOPHAGUS_amplicon8_BFB_1	1474701	5.596882242930976	6.663747221804625	LowCN
KYSE410_OESOPHAGUS_amplicon9_Linear amplification_1	159999	5.541813830757384	5.541813830757384	None
KYSE450_OESOPHAGUS_amplicon1_ecDNA_1	101170	5.590591362001672	7.002950778896257	LowCN
KYSE450_OESOPHAGUS_amplicon2_Linear amplification_1	100001	5.631125102861898	5.631125102861898	None
KYSE450_OESOPHAGUS_amplicon3_Linear amplification_1	943058	5.526545462435012	8.313595665202293	None
KYSE450_OESOPHAGUS_amplicon4_Linear amplification_1	937692	5.957339711257149	6.9641674867858665	None
KYSE450_OESOPHAGUS_amplicon5_Complex non-cyclic_1	532104	4.806373489382971	4.806373489382971	LowCN
KYSE450_OESOPHAGUS_amplicon6_ecDNA_1	987862	28.453664124029164	66.33680316715844	None
KYSE450_OESOPHAGUS_amplicon7_Linear amplification_1	334303	5.239237997039078	5.239237997039078	None
KYSE520_OESOPHAGUS_amplicon10_Linear amplification_1	420025	6.395507104160636	6.395507104160636	None
KYSE520_OESOPHAGUS_amplicon11_Linear amplification_1	239880	6.065923754679506	6.065923754679506	None
KYSE520_OESOPHAGUS_amplicon1_ecDNA_1	6303060	26.428553261920992	49.594138194979564	None
KYSE520_OESOPHAGUS_amplicon2_Complex non-cyclic_1	459054	5.439106384313788	12.284004607669134	None
KYSE520_OESOPHAGUS_amplicon3_ecDNA_1	42480	10.541127171375996	11.31395568524045	None
KYSE520_OESOPHAGUS_amplicon4_Linear amplification_1	1820859	4.8921296596602435	4.9223299924826955	LowCN
KYSE520_OESOPHAGUS_amplicon5_ecDNA_1	723515	7.596064177377186	7.596064177377186	LowCN
KYSE520_OESOPHAGUS_amplicon6_Linear amplification_1	415733	4.575402976284662	4.768338175773394	LowCN
KYSE520_OESOPHAGUS_amplicon7_Linear amplification_1	256567	4.7710142092279675	4.9697323561913445	LowCN
KYSE520_OESOPHAGUS_amplicon8_Linear amplification_1	101734	5.307554994719932	5.307554994719932	None
KYSE520_OESOPHAGUS_amplicon9_Linear amplification_1	105007	6.378661155134469	6.378661155134469	None
KYSE70_OESOPHAGUS_amplicon1_Complex non-cyclic_1	173453	5.932453722832535	6.444539060756214	None
KYSE70_OESOPHAGUS_amplicon2_BFB_1	4881170	7.185775876620342	27.551558464496665	None
KYSE70_OESOPHAGUS_amplicon3_ecDNA_1	159408	5.822673237804738	5.822673237804738	LowCN
KYSE70_OESOPHAGUS_amplicon4_ecDNA_1	1314022	6.18168838926735	6.18168838926735	LowCN
KYSE70_OESOPHAGUS_amplicon5_Complex non-cyclic_1	3853945	6.418873421400045	14.97750932860375	None
KYSE70_OESOPHAGUS_amplicon6_Linear amplification_1	515000	4.691492722854118	4.691492722854118	LowCN
KYSE70_OESOPHAGUS_amplicon7_BFB_1	3726137	8.554023639327543	21.68813190721416	None
LC1F_LUNG_amplicon10_Linear amplification_1	129998	5.448924846970664	5.448924846970664	None
LC1F_LUNG_amplicon11_Linear amplification_1	1134117	6.096444630655475	6.096444630655475	None
LC1F_LUNG_amplicon1_Linear amplification_1	1913354	5.239466729105667	5.239466729105667	None
LC1F_LUNG_amplicon2_Linear amplification_1	1200750	5.943638602188055	5.943638602188055	None
LC1F_LUNG_amplicon3_Linear amplification_1	1029769	5.29415726882466	5.606085634498211	None
LC1F_LUNG_amplicon4_Linear amplification_1	370003	5.5580138987034795	5.5580138987034795	None
LC1F_LUNG_amplicon5_Complex non-cyclic_1	14440627	6.266934400047107	17.02656873215936	None
LC1F_LUNG_amplicon6_Linear amplification_1	1740001	4.9102574494337885	4.9102574494337885	LowCN
LC1F_LUNG_amplicon7_Linear amplification_1	195001	4.6637981982078625	4.6637981982078625	LowCN
LC1F_LUNG_amplicon8_Linear amplification_1	110001	4.651138937607502	4.651138937607502	LowCN
LK2_LUNG_amplicon1_Complex non-cyclic_1	2743751	7.829076309356637	11.6175760586617	None
LN18_CENTRAL_NERVOUS_SYSTEM_amplicon1_Complex non-cyclic_1	993132	5.5513074490713095	5.645217455652754	None
LN18_CENTRAL_NERVOUS_SYSTEM_amplicon2_Complex non-cyclic_1	1603305	5.132648921966957	8.199693491402897	None
LN18_CENTRAL_NERVOUS_SYSTEM_amplicon3_Complex non-cyclic_1	370590	8.191138014975746	8.191138014975746	None
LN18_CENTRAL_NERVOUS_SYSTEM_amplicon4_Linear amplification_1	84990	4.8289820497848	4.8289820497848	LowCN
LOVO_LARGE_INTESTINE_amplicon1_BFB_1	130387	5.406856967325062	5.406856967325062	LowCN
LU99_LUNG_amplicon2_Linear amplification_1	847518	5.728571211897407	5.775663781991418	None
LU99_LUNG_amplicon3_ecDNA_1	4268090	8.905793246343459	9.305297139293053	None
MCF7_BREAST_amplicon1_ecDNA_1	7104579	27.42587499827682	55.19210922513889	None
MCF7_BREAST_amplicon2_Linear amplification_1	339998	5.0370852541966915	5.0370852541966915	None
MCF7_BREAST_amplicon3_Linear amplification_1	55001	5.807218646428944	6.298849091551562	None
MCF7_BREAST_amplicon4_ecDNA_1	91563	6.561713601541113	6.561713601541113	LowCN
MCF7_BREAST_amplicon5_ecDNA_1	168153	7.196191038092638	7.196191038092638	LowCN
MCF7_BREAST_amplicon6_Linear amplification_1	897511	5.711643079206054	5.711643079206054	None
MCF7_BREAST_amplicon7_ecDNA_1	52569	7.110126212766752	7.110126212766752	LowCN
